prefix,Question,SQL
translate English to SQL,Papers from ACL 2016 ? ," SELECT DISTINCT paper.paperId FROM paper , venue WHERE paper.venueId = venue.venueId AND venue.venueName = ""ACL""  AND paper.year = 2016 "
translate English to SQL,how many Parsing papers did ACL 2014 have ? ," SELECT DISTINCT paper.paperId FROM  paper, venue, paperKeyphrase, keyphrase WHERE paper.venueId = venue.venueId AND venue.venueName = 'ACL' AND paper.year = 2014 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'parsing'"
translate English to SQL,How many papers has Ras Bodik written ? ," SELECT DISTINCT count ( 1 ) FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""ras bodik"""
translate English to SQL,What are the latest publications on Neutralizing Antibody ? ," SELECT DISTINCT paper.year, paper.paperId FROM paper,  paperKeyphrase, keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'Neutralizing Antibody' ORDER BY paper.year DESC"
translate English to SQL,keyphrases used by Dan Klein in 2010 ," SELECT DISTINCT paperKeyphrase.keyphraseId FROM author , writes , paper , paperKeyphrase WHERE author.authorName = ""dan klein"" AND author.authorId = writes.authorId AND writes.paperId = paper.paperId AND paper.year = 2010 AND paper.paperId = paperKeyphrase.paperId "
translate English to SQL,What papers has Mirella Lapata written ? ," SELECT DISTINCT paper.paperId FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""mirella lapata"" GROUP BY paper.paperId"
translate English to SQL,which venue publishes the most papers about Deep Learning ," SELECT DISTINCT venue.venueId, count(paper.paperId) FROM paper, venue, paperKeyphrase, keyphrase WHERE paper.venueId = venue.venueId AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'deep learning' GROUP BY venue.venueId ORDER BY count(paper.paperId) DESC"
translate English to SQL,papers about Wordnet and Dbpedia ," SELECT DISTINCT paper.paperId FROM paper, paperDataset, dataset WHERE paper.paperId = paperDataset.paperId AND paperDataset.DatasetId = dataset.DatasetId AND dataset.datasetName IN ('WordNet','Dbpedia') GROUP BY paper.paperId"
translate English to SQL,What are the 5 most recent papers of Mirella Lapata ? ," SELECT DISTINCT paper.paperId, paper.year FROM paper,writes, author WHERE writes.authorId = author.authorID  AND paper.paperId = writes.paperId AND author.authorName = ""Mirella Lapata"" ORDER BY year DESC LIMIT 5"
translate English to SQL,Semantic Parsing paper by Li Dong ," SELECT DISTINCT writes.paperId FROM keyphrase , paperKeyphrase , writes , author WHERE keyphrase.keyphraseName = ""Semantic Parsing"" AND keyphrase.keyphraseId = paperKeyphrase.keyphraseId AND paperKeyphrase.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""li dong"""
translate English to SQL,Which papers have X Jiang and Frantzen as co-authors ? ," SELECT DISTINCT writes.paperId FROM author,writes WHERE author.authorId = writes.authorId AND author.authorName IN (""X Jiang"",""Frantzen"") GROUP BY writes.paperId having count(DISTINCT writes.authorId) = 2"
translate English to SQL,keyphrases used by Dan Suciu ," SELECT DISTINCT paperKeyphrase.keyphraseId FROM  writes , author,paperKeyphrase  WHERE writes.authorId = author.authorId  AND paperKeyphrase.paperId = writes.paperId AND author.authorName = ""Dan Suciu"""
translate English to SQL,who has written the most papers on Semantic Parsing since 2005 ? ," SELECT DISTINCT writes.authorId, count(paper.paperId) FROM paper, paperKeyphrase, keyphrase, writes WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName ='semantic parsing' AND paper.paperId = writes.paperId AND paper.year> 2005 GROUP BY writes.authorId ORDER BY count(paper.paperId) DESC"
translate English to SQL,what year was the first Deep Learning paper published ? ," SELECT DISTINCT dataset.datasetID, paper.year FROM dataset, paperDataset, paper, paperKeyphrase, keyphrase WHERE dataset.datasetId = paperDataset.datasetId AND paperDataset.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'deep learning' AND paperDataset.paperId = paper.paperId ORDER BY paper.year ASC"
translate English to SQL,coauthors of Noah A Smith ," SELECT DISTINCT w2.authorId FROM paper, writes w1, writes w2, author a1, author a2 WHERE paper.paperId = w1.paperId AND w1.authorId = a1.authorId AND a1.authorName = 'Noah A Smith' AND paper.paperId = w2.paperId AND w2.authorId = a2.authorId AND a2.authorName <> 'Noah A Smith' GROUP BY w2.authorId"
translate English to SQL,How many publications were added to the Cell journal this year ? ," SELECT DISTINCT count(paper.paperId)  FROM paper, paperKeyphrase, journal WHERE paper.paperId = paperKeyphrase.paperId AND paper.journalId = journal.journalId AND journal.journalName ='Cell' AND paper.year = 2016 "
translate English to SQL,What papers were written by authors Richard Ladner and Linda Shapiro ," SELECT DISTINCT w1.paperId FROM author a1, writes w1, writes w2 , author a2 WHERE a1.authorName = ""Richard Ladner"" AND w1.authorId = a1.authorId AND w1.paperId = w2.paperId AND w2.authorId = a2.authorId AND a2.authorName = ""Linda Shapiro"""
translate English to SQL,keyphrases used by Kaiming He ," SELECT DISTINCT paperKeyphrase.keyphraseId FROM         paperKeyphrase,writes,author WHERE writes.paperId = paperKeyphrase.paperId AND writes.authorId = author.authorId AND author.authorName = ""Kaiming He"" "
translate English to SQL,are there any Syntactic Parsing papers not written by Chris Dyer ? ," SELECT DISTINCT paper.paperId, author.authorName FROM paper, paperKeyphrase, keyphrase, writes, author WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName ='syntactic parsing' AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName <> 'chris dyer'"
translate English to SQL,keywords used by Luke Zettlemoyer ," SELECT DISTINCT keyphrase.keyphraseName FROM author, writes, paperKeyphrase, keyphrase WHERE author.authorName = ""Luke Zettlemoyer"" AND author.authorId = writes.authorId AND writes.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId"
translate English to SQL,How many papers on Computer Science Education in 2016 ? ," SELECT DISTINCT count ( paper.paperId ) FROM paper , venue WHERE paper.venueId = venue.venueId AND venue.venueName = ""computer science education"" AND paper.year = 2016"
translate English to SQL,how many papers in EMNLP 2016 ," SELECT DISTINCT count ( paper.paperId ) FROM paper , venue WHERE paper.venueId = venue.venueId AND venue.venueName = ""emnlp"" AND paper.year = 2016"
translate English to SQL,Most cited papers on Parsing ," SELECT DISTINCT cite.citedPaperId, count(paper.paperID) FROM paper, cite, paperKeyphrase, keyphrase WHERE paper.paperId = cite.citingPaperId AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'Parsing' GROUP BY cite.citedPaperId ORDER BY count(paper.paperID) DESC"
translate English to SQL,what are Syntactic Parsing papers not written by Chris Dyer ," SELECT DISTINCT paper.paperId, author.authorName FROM paper, paperKeyphrase, keyphrase, writes, author WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName ='syntactic parsing' AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName <> 'chris dyer'"
translate English to SQL,how many citations does Mark Steedman have ? ," SELECT DISTINCT count ( cite.citedPaperId ) FROM cite , paper , writes , author WHERE cite.citedPaperId = paper.paperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""mark steedman"""
translate English to SQL,What area cites Ras Bodik ? ," SELECT DISTINCT field.fieldId FROM field , paperField , paper , writes , author WHERE field.fieldId = paperField.fieldId AND paperField.paperId = paper.paperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""ras bodik"""
translate English to SQL,What are all the publication titles by Donald E Knuth ? ," SELECT DISTINCT paper.title FROM paper, writes, author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = 'Donald E Knuth'"
translate English to SQL,top Reinforcement Learning papers ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""reinforcement learning"""
translate English to SQL,papers about NELL ," SELECT DISTINCT paper.paperId FROM paper, paperDataset, dataset WHERE paper.paperId = paperDataset.paperId AND paperDataset.datasetId =  dataset.datasetId AND dataset.datasetName = 'NELL'"
translate English to SQL,Who writes a lot of papers in Machine Learning ? ," SELECT DISTINCT author.authorId,count(DISTINCT writes.paperId) FROM writes,author,keyphrase,paperKeyphrase WHERE writes.paperId = paperKeyphrase.paperId AND writes.authorId = author.authorId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""Machine Learning"" GROUP BY author.authorId ORDER BY count(DISTINCT writes.paperId) DESC"
translate English to SQL,who has the most publications in Question Answering ? ," SELECT DISTINCT writes.authorId, count(paper.paperId) FROM paper, paperKeyphrase, keyphrase, writes WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName ='question answering' AND paper.paperId = writes.paperId GROUP BY writes.authorId ORDER BY count(paper.paperId) DESC"
translate English to SQL,What is Yejin Choi 's highest cited paper ? ," SELECT DISTINCT cite.citedPaperId , count ( cite.citedPaperId ) FROM cite , paper , writes , author WHERE cite.citedPaperId = paper.paperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""yejin choi"" GROUP BY cite.citedPaperId ORDER BY count ( cite.citedPaperId ) DESC"
translate English to SQL,In what year did Luke Zettlemoyer publish the most papers ," SELECT DISTINCT paper.year , count ( paper.paperId ) FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""luke zettlemoyer"" GROUP BY paper.year"
translate English to SQL,List the journals related to Temporal Data ," SELECT DISTINCT paper.paperId, keyphrase.keyphraseName FROM paper, paperKeyphrase, keyphrase WHERE paper.paperId = paperKeyphrase.paperId  AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'Temporal Data'"
translate English to SQL,Semantic Parsing 2016 papers ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.year = 2016 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""semantic parsing"""
translate English to SQL,most popular topics at ACL 2014 ," SELECT DISTINCT keyphrase.keyphraseId, count(paper.paperId) FROM paper, venue, paperKeyphrase, keyphrase WHERE paper.venueId = venue.venueId AND venue.venueName = 'ACL' AND paper.year = 2014 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId GROUP BY keyphrase.keyphraseId ORDER BY count(paper.paperId) DESC"
translate English to SQL,How many papers does Jeffrey Heer have ? ," SELECT DISTINCT count(DISTINCT writes.paperId) FROM writes,author WHERE writes.authorId = author.authorId AND author.authorName = ""Jeffrey Heer"""
translate English to SQL,people working on Query Expansion ," SELECT DISTINCT writes.authorId FROM paper, paperKeyphrase, keyphrase, writes WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName ='query expansion' AND paper.paperId = writes.paperId GROUP BY writes.authorId"
translate English to SQL,How many papers has Luke Zettlemoyer published ? ," SELECT DISTINCT count ( paper.paperId ) FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""luke zettlemoyer"""
translate English to SQL,who are the authors at NIPS ? ," SELECT DISTINCT writes.authorId  FROM paper, venue, writes WHERE paper.venueId = venue.venueId AND venue.venueName = 'NIPS' AND paper.paperId = writes.paperId"
translate English to SQL,How many citations does Michael I. Jordan have ? ," SELECT DISTINCT count( cite.citedPaperId ) FROM cite , paper , writes , author WHERE cite.citedPaperId = paper.paperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""michael i. jordan"""
translate English to SQL,papers about ImageNet ," SELECT DISTINCT paper.paperId FROM paper , paperDataset , dataset WHERE paper.paperId = paperDataset.paperId AND paperDataset.datasetId = dataset.datasetId AND dataset.datasetName = ""ImageNet"""
translate English to SQL,How many papers are about Deep Learning ? ," SELECT DISTINCT count(DISTINCT paper.paperId) FROM paper,paperKeyphrase,keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName =""Deep Learning"""
translate English to SQL,datasets with Semantic Parsing ," SELECT DISTINCT dataset.datasetId FROM dataset , paperDataset , paper , paperKeyphrase , keyphrase WHERE dataset.datasetId = paperDataset.datasetId AND paperDataset.paperId = paper.paperId AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""semantic parsing"""
translate English to SQL,papers related to Sensor Fusion ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""sensor fusion"""
translate English to SQL,What is Ang Li 's latest paper ? ," SELECT DISTINCT paper.paperId ,paper.year FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId  AND author.authorName = ""Ang Li"" ORDER BY paper.year DESC"
